Event.Index,UTC.Timestamp,UTC.Date,Participant.Private.ID,Task.Version,Trial.Number,Response,display,ID,discuss_1,read_1,age,gender,edu,arg_ID,Arg_Position,Arguments,rater_position,response_ratings
7,1658860000000,26/07/2022 18:26,6842898,3,5,Agree,statements,46,Most weeks,Most days,51,Female,GCSEs,1,Against,i don't trust the pharmaceutical companies,Hesitant,6
8,1658860000000,26/07/2022 18:26,6842898,3,6,Disagree,statements,47,Rarely,Most days,27,Female,"Undergraduate degree (BSc, BA)",3,For,The more people that are vaccinated the quicker things will return to normal,Hesitant,2
9,1658860000000,26/07/2022 18:27,6842898,3,7,Strongly Agree,statements,42,Never,Rarely,24,Male,"Undergraduate degree (BSc, BA)",3,Against,I am not sure about the testing and long term effects (both positive and negative) of the vaccine.,Hesitant,7
10,1658860000000,26/07/2022 18:27,6842898,3,8,Agree,statements,49,Rarely,Most months,35,Male,"GCSEs,A levels,Undergraduate degree (BSc, BA)",2,For,I want to return to 'normal life',Hesitant,6
11,1658860000000,26/07/2022 18:27,6842898,3,9,Disagree,statements,46,Most weeks,Most days,51,Female,GCSEs,3,Against,i have had covid already,Hesitant,2
12,1658860000000,26/07/2022 18:27,6842898,3,10,Disagree,statements,43,Most weeks,Most months,25,Male,A levels,3,For,thinks it necessary,Hesitant,2
13,1658860000000,26/07/2022 18:27,6842898,3,11,Disagree,statements,47,Rarely,Most days,27,Female,"Undergraduate degree (BSc, BA)",1,For,It will help protect vulnerable people,Hesitant,2
14,1658860000000,26/07/2022 18:27,6842898,3,12,Disagree,statements,46,Most weeks,Most days,51,Female,GCSEs,2,For,i want to protect others,Hesitant,2
15,1658860000000,26/07/2022 18:27,6842898,3,13,Agree,statements,44,Rarely,Most weeks,26,Female,"Undergraduate degree (BSc, BA)",2,Against,Breastfeeding and not enough trials/evidence to support the effects of potential transmission to my baby through milk,Hesitant,6
16,1658860000000,26/07/2022 18:27,6842898,3,14,Neither Agree nor Disagree,statements,45,Most weeks,A few times a year,34,Male,"Undergraduate degree (BSc, BA)",2,Against,it was developed too fast,Hesitant,4
17,1658860000000,26/07/2022 18:27,6842898,3,15,Disagree,statements,41,Rarely,Most months,29,Female,"Postgraduate degree (MSc, MA, MPhil)",3,For,I want to be able to visit vulnerable friends and loved ones without being a risk factor to them,Hesitant,2
18,1658860000000,26/07/2022 18:27,6842898,3,16,Strongly Disagree,statements,41,Rarely,Most months,29,Female,"Postgraduate degree (MSc, MA, MPhil)",1,For,I can receive the vaccination passport and travel,Hesitant,1
19,1658860000000,26/07/2022 18:28,6842898,3,17,Disagree,statements,46,Most weeks,Most days,51,Female,GCSEs,3,For,i dont want to put strain on the health services,Hesitant,2
20,1658860000000,26/07/2022 18:28,6842898,3,18,Agree,statements,50,Most weeks,Most weeks,48,Male,"Undergraduate degree (BSc, BA)",1,Against,It is not safe and has not been tested properly,Hesitant,6
21,1658860000000,26/07/2022 18:28,6842898,3,19,Disagree,statements,45,Most weeks,A few times a year,34,Male,"Undergraduate degree (BSc, BA)",3,For,I believe it is safe,Hesitant,2
22,1658860000000,26/07/2022 18:28,6842898,3,20,Agree,statements,49,Rarely,Most months,35,Male,"GCSEs,A levels,Undergraduate degree (BSc, BA)",3,Against,Companies offering incentives to get the vaccine. Videos showing metal sticking to the arms of people in the position where the jab was taken- feels very suspect and untrustworthy promotion.,Hesitant,6
23,1658860000000,26/07/2022 18:28,6842898,3,21,Strongly Disagree,statements,45,Most weeks,A few times a year,34,Male,"Undergraduate degree (BSc, BA)",1,For,I trust the health care officials,Hesitant,1
24,1658860000000,26/07/2022 18:28,6842898,3,22,Disagree,statements,43,Most weeks,Most months,25,Male,A levels,1,For,I want to beable to go on holiday,Hesitant,2
25,1658860000000,26/07/2022 18:28,6842898,3,23,Agree,statements,41,Rarely,Most months,29,Female,"Postgraduate degree (MSc, MA, MPhil)",3,Against,New variants may arise and that would invalidate old vaccines already taken,Hesitant,6
26,1658860000000,26/07/2022 18:28,6842898,3,24,Neither Agree nor Disagree,statements,43,Most weeks,Most months,25,Male,A levels,3,Against,can cause problems that werent there initially,Hesitant,4
27,1658860000000,26/07/2022 18:28,6842898,3,25,Agree,statements,48,Rarely,Rarely,38,Male,A levels,3,Against,I'm not in an at risk group and the probability of becoming seriously ill is low.,Hesitant,6
28,1658860000000,26/07/2022 18:28,6842898,3,26,Somewhat Agree,statements,47,Rarely,Most days,27,Female,"Undergraduate degree (BSc, BA)",2,Against,I am healthy and young so no benefit to me,Hesitant,5
29,1658860000000,26/07/2022 18:28,6842898,3,27,Neither Agree nor Disagree,statements,41,Rarely,Most months,29,Female,"Postgraduate degree (MSc, MA, MPhil)",1,Against,It has not been tested extensively on every demographic and race,Hesitant,4
30,1658860000000,26/07/2022 18:28,6842898,3,28,Disagree,statements,44,Rarely,Most weeks,26,Female,"Undergraduate degree (BSc, BA)",1,For,Vulnerable person likely to become very ill with covid,Hesitant,2
31,1658860000000,26/07/2022 18:28,6842898,3,29,Disagree,statements,44,Rarely,Most weeks,26,Female,"Undergraduate degree (BSc, BA)",3,For,To protect family and friends,Hesitant,2
32,1658860000000,26/07/2022 18:28,6842898,3,30,Disagree,statements,49,Rarely,Most months,35,Male,"GCSEs,A levels,Undergraduate degree (BSc, BA)",1,For,I want to protect my family and friends,Hesitant,2
34,1658860000000,26/07/2022 18:29,6842898,3,32,Somewhat Disagree,statements,47,Rarely,Most days,27,Female,"Undergraduate degree (BSc, BA)",2,For,It has been approved so is safe,Hesitant,3
35,1658860000000,26/07/2022 18:29,6842898,3,33,Disagree,statements,42,Never,Rarely,24,Male,"Undergraduate degree (BSc, BA)",1,For,I want to be immune from the disease,Hesitant,2
36,1658860000000,26/07/2022 18:29,6842898,3,34,Disagree,statements,49,Rarely,Most months,35,Male,"GCSEs,A levels,Undergraduate degree (BSc, BA)",3,For,I want to protect myself from covid 19,Hesitant,2
37,1658860000000,26/07/2022 18:29,6842898,3,35,Disagree,statements,46,Most weeks,Most days,51,Female,GCSEs,2,Against,covid doesn't kill you,Hesitant,2
38,1658860000000,26/07/2022 18:29,6842898,3,36,Somewhat Agree,statements,43,Most weeks,Most months,25,Male,A levels,1,Against,possible unsafe side effects,Hesitant,5
39,1658860000000,26/07/2022 18:29,6842898,3,37,Neither Agree nor Disagree,statements,49,Rarely,Most months,35,Male,"GCSEs,A levels,Undergraduate degree (BSc, BA)",2,Against,"Nanoparticles within the vaccine, MRNA changing DNA within the human body. Multiple videos on the internet showing adverse reactions to the vaccine",Hesitant,4
40,1658860000000,26/07/2022 18:29,6842898,3,38,Strongly Agree,statements,48,Rarely,Rarely,38,Male,A levels,1,Against,The government cannot be trusted to tell the truth.,Hesitant,7
41,1658860000000,26/07/2022 18:29,6842898,3,39,Neither Agree nor Disagree,statements,41,Rarely,Most months,29,Female,"Postgraduate degree (MSc, MA, MPhil)",2,Against,It was made too quickly and compromises to its integrity may have been made,Hesitant,4
42,1658860000000,26/07/2022 18:29,6842898,3,40,Disagree,statements,50,Most weeks,Most weeks,48,Male,"Undergraduate degree (BSc, BA)",3,For,It will mean I can meet family members,Hesitant,2
43,1658860000000,26/07/2022 18:29,6842898,3,41,Strongly Agree,statements,44,Rarely,Most weeks,26,Female,"Undergraduate degree (BSc, BA)",3,Against,Don't feel I need it,Hesitant,7
44,1658860000000,26/07/2022 18:29,6842898,3,42,Neither Agree nor Disagree,statements,50,Most weeks,Most weeks,48,Male,"Undergraduate degree (BSc, BA)",2,Against,It is not needed as there is no threat,Hesitant,4
45,1658860000000,26/07/2022 18:29,6842898,3,43,Disagree,statements,42,Never,Rarely,24,Male,"Undergraduate degree (BSc, BA)",3,For,The government has told me to do so.,Hesitant,2
46,1658860000000,26/07/2022 18:30,6842898,3,44,Somewhat Agree,statements,42,Never,Rarely,24,Male,"Undergraduate degree (BSc, BA)",1,Against,"I am young and healthy, therefore I am extremely low risk at developing serious complications from COVID",Hesitant,5
47,1658860000000,26/07/2022 18:30,6842898,3,45,Disagree,statements,44,Rarely,Most weeks,26,Female,"Undergraduate degree (BSc, BA)",2,For,"Feel I have to to be able to get back to ""normal""",Hesitant,2
48,1658860000000,26/07/2022 18:30,6842898,3,46,Agree,statements,47,Rarely,Most days,27,Female,"Undergraduate degree (BSc, BA)",3,Against,You can't trust vaccines as the pharmaceutical industry just wants to make money,Hesitant,6
49,1658860000000,26/07/2022 18:30,6842898,3,47,Disagree,statements,50,Most weeks,Most weeks,48,Male,"Undergraduate degree (BSc, BA)",2,For,It will enable me to carry on as normal,Hesitant,2
50,1658860000000,26/07/2022 18:30,6842898,3,48,Strongly Agree,statements,41,Rarely,Most months,29,Female,"Postgraduate degree (MSc, MA, MPhil)",2,For,I am tired of lockdown,Hesitant,7
51,1658860000000,26/07/2022 18:30,6842898,3,49,Neither Agree nor Disagree,statements,45,Most weeks,A few times a year,34,Male,"Undergraduate degree (BSc, BA)",3,Against,dont know enough about it,Hesitant,4
52,1658860000000,26/07/2022 18:30,6842898,3,50,Neither Agree nor Disagree,statements,45,Most weeks,A few times a year,34,Male,"Undergraduate degree (BSc, BA)",1,Against,the vaccine is not safe,Hesitant,4
53,1658860000000,26/07/2022 18:30,6842898,3,51,Disagree,statements,50,Most weeks,Most weeks,48,Male,"Undergraduate degree (BSc, BA)",1,For,It will protect me,Hesitant,2
54,1658860000000,26/07/2022 18:30,6842898,3,52,Agree,statements,50,Most weeks,Most weeks,48,Male,"Undergraduate degree (BSc, BA)",3,Against,There could be side effects,Hesitant,6
55,1658860000000,26/07/2022 18:30,6842898,3,53,Disagree,statements,48,Rarely,Rarely,38,Male,A levels,2,For,Getting vaccinated helps reduce the spread of the virus.,Hesitant,2
56,1658860000000,26/07/2022 18:30,6842898,3,54,Neither Agree nor Disagree,statements,43,Most weeks,Most months,25,Male,A levels,2,Against,not knowing exactly whats in it,Hesitant,4
57,1658860000000,26/07/2022 18:30,6842898,3,55,Disagree,statements,48,Rarely,Rarely,38,Male,A levels,1,For,Being vaccinated enables lockdown to be rescinded.,Hesitant,2
58,1658860000000,26/07/2022 18:30,6842898,3,56,Disagree,statements,45,Most weeks,A few times a year,34,Male,"Undergraduate degree (BSc, BA)",2,For,I want to be protected,Hesitant,2
59,1658860000000,26/07/2022 18:30,6842898,3,57,Agree,statements,44,Rarely,Most weeks,26,Female,"Undergraduate degree (BSc, BA)",1,Against,Pregnant and dont want to risk my unborn childs life,Hesitant,6
60,1658860000000,26/07/2022 18:30,6842898,3,58,Disagree,statements,43,Most weeks,Most months,25,Male,A levels,2,For,I am scared of getting covid and will try anything to lower risk,Hesitant,2
62,1658860000000,26/07/2022 18:31,6842898,3,60,Neither Agree nor Disagree,statements,49,Rarely,Most months,35,Male,"GCSEs,A levels,Undergraduate degree (BSc, BA)",1,Against,"I don't want it because it has been massed produced under a year, when it takes on average 10 years to produce a vaccine for public release.",Hesitant,4
63,1658860000000,26/07/2022 18:31,6842898,3,61,Somewhat Agree,statements,48,Rarely,Rarely,38,Male,A levels,2,Against,The side effects are being under reported.,Hesitant,5
64,1658860000000,26/07/2022 18:31,6842898,3,62,Disagree,statements,42,Never,Rarely,24,Male,"Undergraduate degree (BSc, BA)",2,For,I want to prevent my ability to infect others,Hesitant,2
3,1658860000000,26/07/2022 18:24,6842899,3,1,Strongly Agree,statements,42,Never,Rarely,24,Male,"Undergraduate degree (BSc, BA)",3,Against,I am not sure about the testing and long term effects (both positive and negative) of the vaccine.,Hesitant,7
4,1658860000000,26/07/2022 18:24,6842899,3,2,Disagree,statements,41,Rarely,Most months,29,Female,"Postgraduate degree (MSc, MA, MPhil)",1,For,I can receive the vaccination passport and travel,Hesitant,2
5,1658860000000,26/07/2022 18:25,6842899,3,3,Disagree,statements,48,Rarely,Rarely,38,Male,A levels,3,For,I can interact with elderly members of my family.,Hesitant,2
6,1658860000000,26/07/2022 18:25,6842899,3,4,Strongly Disagree,statements,41,Rarely,Most months,29,Female,"Postgraduate degree (MSc, MA, MPhil)",3,Against,New variants may arise and that would invalidate old vaccines already taken,Hesitant,1
7,1658860000000,26/07/2022 18:25,6842899,3,5,Disagree,statements,46,Most weeks,Most days,51,Female,GCSEs,3,For,i dont want to put strain on the health services,Hesitant,2
8,1658860000000,26/07/2022 18:25,6842899,3,6,Strongly Disagree,statements,45,Most weeks,A few times a year,34,Male,"Undergraduate degree (BSc, BA)",1,For,I trust the health care officials,Hesitant,1
9,1658860000000,26/07/2022 18:25,6842899,3,7,Strongly Agree,statements,50,Most weeks,Most weeks,48,Male,"Undergraduate degree (BSc, BA)",1,Against,It is not safe and has not been tested properly,Hesitant,7
10,1658860000000,26/07/2022 18:25,6842899,3,8,Strongly Agree,statements,43,Most weeks,Most months,25,Male,A levels,1,Against,possible unsafe side effects,Hesitant,7
11,1658860000000,26/07/2022 18:25,6842899,3,9,Strongly Disagree,statements,48,Rarely,Rarely,38,Male,A levels,1,For,Being vaccinated enables lockdown to be rescinded.,Hesitant,1
12,1658860000000,26/07/2022 18:25,6842899,3,10,Strongly Agree,statements,47,Rarely,Most days,27,Female,"Undergraduate degree (BSc, BA)",2,Against,I am healthy and young so no benefit to me,Hesitant,7
13,1658860000000,26/07/2022 18:25,6842899,3,11,Strongly Agree,statements,41,Rarely,Most months,29,Female,"Postgraduate degree (MSc, MA, MPhil)",2,For,I am tired of lockdown,Hesitant,7
14,1658860000000,26/07/2022 18:25,6842899,3,12,Strongly Disagree,statements,45,Most weeks,A few times a year,34,Male,"Undergraduate degree (BSc, BA)",3,Against,dont know enough about it,Hesitant,1
15,1658860000000,26/07/2022 18:25,6842899,3,13,Strongly Agree,statements,50,Most weeks,Most weeks,48,Male,"Undergraduate degree (BSc, BA)",3,Against,There could be side effects,Hesitant,7
16,1658860000000,26/07/2022 18:26,6842899,3,14,Strongly Agree,statements,43,Most weeks,Most months,25,Male,A levels,2,Against,not knowing exactly whats in it,Hesitant,7
17,1658860000000,26/07/2022 18:26,6842899,3,15,Strongly Disagree,statements,43,Most weeks,Most months,25,Male,A levels,1,For,I want to beable to go on holiday,Hesitant,1
18,1658860000000,26/07/2022 18:26,6842899,3,16,Strongly Agree,statements,42,Never,Rarely,24,Male,"Undergraduate degree (BSc, BA)",3,For,The government has told me to do so.,Hesitant,7
19,1658860000000,26/07/2022 18:26,6842899,3,17,Strongly Agree,statements,45,Most weeks,A few times a year,34,Male,"Undergraduate degree (BSc, BA)",2,Against,it was developed too fast,Hesitant,7
20,1658860000000,26/07/2022 18:26,6842899,3,18,Strongly Agree,statements,42,Never,Rarely,24,Male,"Undergraduate degree (BSc, BA)",1,Against,"I am young and healthy, therefore I am extremely low risk at developing serious complications from COVID",Hesitant,7
21,1658860000000,26/07/2022 18:26,6842899,3,19,Strongly Disagree,statements,46,Most weeks,Most days,51,Female,GCSEs,3,Against,i have had covid already,Hesitant,1
23,1658860000000,26/07/2022 18:26,6842899,3,21,Strongly Agree,statements,42,Never,Rarely,24,Male,"Undergraduate degree (BSc, BA)",2,Against,"I am not overweight or obese, nor have any underlying health conditions",Hesitant,7
24,1658860000000,26/07/2022 18:26,6842899,3,22,Strongly Agree,statements,47,Rarely,Most days,27,Female,"Undergraduate degree (BSc, BA)",1,Against,It's been rushed so I am not ready to take it,Hesitant,7
25,1658860000000,26/07/2022 18:26,6842899,3,23,Strongly Agree,statements,41,Rarely,Most months,29,Female,"Postgraduate degree (MSc, MA, MPhil)",2,Against,It was made too quickly and compromises to its integrity may have been made,Hesitant,7
27,1658860000000,26/07/2022 18:26,6842899,3,25,Strongly Agree,statements,43,Most weeks,Most months,25,Male,A levels,3,Against,can cause problems that werent there initially,Hesitant,7
28,1658860000000,26/07/2022 18:27,6842899,3,26,Strongly Disagree,statements,49,Rarely,Most months,35,Male,"GCSEs,A levels,Undergraduate degree (BSc, BA)",3,For,I want to protect myself from covid 19,Hesitant,1
29,1658860000000,26/07/2022 18:27,6842899,3,27,Strongly Disagree,statements,48,Rarely,Rarely,38,Male,A levels,2,For,Getting vaccinated helps reduce the spread of the virus.,Hesitant,1
30,1658860000000,26/07/2022 18:27,6842899,3,28,Strongly Disagree,statements,42,Never,Rarely,24,Male,"Undergraduate degree (BSc, BA)",1,For,I want to be immune from the disease,Hesitant,1
31,1658860000000,26/07/2022 18:27,6842899,3,29,Strongly Disagree,statements,50,Most weeks,Most weeks,48,Male,"Undergraduate degree (BSc, BA)",3,For,It will mean I can meet family members,Hesitant,1
