Event.Index,UTC.Timestamp,UTC.Date,Participant.Private.ID,Task.Version,Trial.Number,Response,display,ID,discuss_1,read_1,age,gender,edu,arg_ID,Arg_Position,Arguments,stanely_V,stanley_Nv,intellectual_v_1,intellectual_v_2,intellectual_v_3,intellectual_Nv_1,intellectual_Nv_2,intellectual_Nv_3,morality_v_1,morality_v_2,morality_v_3,morality_Nv_1,morality_Nv_2,morality_Nv_3,rater_position,response_ratings
21,1647023039814,11/03/2022 18:23:59,6024625,2,19,Agree,statements,89,Rarely,A few times a year,25,Male,"Undergraduate degree (BSc, BA)",2,For,"By being vegan you will be healthier and less likely to develop heart disease, cancer and high blood pressure",Strongly agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Vegan,6
22,1647023042790,11/03/2022 18:24:02,6024625,2,20,Strongly Disagree,statements,81,Never,Most months,25,Male,"Undergraduate degree (BSc, BA)",2,Against,"Eating meat makes me strong, it is full of protein and good for my muscles",Strongly Disagree,NA,Disagree,Disagree,Disagree,NA,NA,NA,Disagree,Disagree,Disagree,NA,NA,NA,Vegan,1
23,1647023047486,11/03/2022 18:24:07,6024625,2,21,Strongly Agree,statements,83,A few times a year,A few times a year,20,Male,No formal qualifications,2,For,We should not hurt animals without reason if vegan food can easily replace meat,Agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Vegan,7
24,1647023049194,11/03/2022 18:24:09,6024625,2,22,Agree,statements,87,Once or twice a year,Rarely,19,Male,A levels,3,For,want to save animals from being slaughtered,Neither Agree nor Disagree,NA,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,NA,NA,NA,Disagree,Disagree,Disagree,NA,NA,NA,Vegan,6
25,1647023053337,11/03/2022 18:24:13,6024625,2,23,Somewhat Agree,statements,86,Once or twice a year,Once or twice a year,18,Male,A levels,3,For,facts about how being vegan helps the environment,Agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Vegan,5
26,1647023055666,11/03/2022 18:24:15,6024625,2,24,Neither Agree nor Disagree,statements,87,Once or twice a year,Rarely,19,Male,A levels,1,For,I have some health reasons for being on a diet,Neither Agree nor Disagree,NA,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,NA,NA,NA,Disagree,Disagree,Disagree,NA,NA,NA,Vegan,4
27,1647023057704,11/03/2022 18:24:17,6024625,2,25,Somewhat Disagree,statements,89,Rarely,A few times a year,25,Male,"Undergraduate degree (BSc, BA)",3,For,being a vegan will help you lose excess weight,Strongly agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Vegan,3
28,1647023059579,11/03/2022 18:24:19,6024625,2,26,Strongly Disagree,statements,86,Once or twice a year,Once or twice a year,18,Male,A levels,3,Against,I love the taste of this meat,Agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Vegan,1
29,1647023061364,11/03/2022 18:24:21,6024625,2,27,Strongly Disagree,statements,86,Once or twice a year,Once or twice a year,18,Male,A levels,2,Against,i dont know how vegans can survive without meat,Agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Vegan,1
30,1647023065633,11/03/2022 18:24:25,6024625,2,28,Agree,statements,81,Never,Most months,25,Male,"Undergraduate degree (BSc, BA)",3,For,"not committing animal cruelty, being animal friendly, wanting animals to live good and long lives free of torture and pain",Strongly Disagree,NA,Disagree,Disagree,Disagree,NA,NA,NA,Disagree,Disagree,Disagree,NA,NA,NA,Vegan,6
31,1647023067216,11/03/2022 18:24:27,6024625,2,29,Agree,statements,85,A few times a year,A few times a year,24,Male,"Undergraduate degree (BSc, BA)",1,For,I'm vegan because I hate Animal cruelty,Somewhat Agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Vegan,6
32,1647023069432,11/03/2022 18:24:29,6024625,2,30,Strongly Disagree,statements,90,A few times a year,A few times a year,19,Male,A levels,1,Against,It's too expensive and a waste of money.,Disagree,NA,Strongly Agree,Strongly Agree,Strongly Agree,NA,NA,NA,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,NA,NA,NA,Vegan,1
33,1647023071569,11/03/2022 18:24:31,6024625,2,31,Agree,statements,88,A few times a year,Rarely,33,Female,"Postgraduate degree (MSc, MA, MPhil)",1,For,Meat means killing animals,Somewhat Agree,NA,Disagree,Somewhat Agree,Disagree,NA,NA,NA,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,NA,NA,NA,Vegan,6
34,1647023073460,11/03/2022 18:24:33,6024625,2,32,Agree,statements,89,Rarely,A few times a year,25,Male,"Undergraduate degree (BSc, BA)",1,For,By being vegan you save a lot of animals,Strongly agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Vegan,6
35,1647023075308,11/03/2022 18:24:35,6024625,2,33,Strongly Disagree,statements,86,Once or twice a year,Once or twice a year,18,Male,A levels,1,Against,theres no animal cruelty happenning nowdays,Agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Vegan,1
36,1647023076878,11/03/2022 18:24:36,6024625,2,34,Strongly Disagree,statements,89,Rarely,A few times a year,25,Male,"Undergraduate degree (BSc, BA)",3,Against,You will have leaky gut issues,Strongly agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Vegan,1
37,1647023081222,11/03/2022 18:24:41,6024625,2,35,Strongly Disagree,statements,87,Once or twice a year,Rarely,19,Male,A levels,1,Against,"don't like the taste of vegan food / enjoy the taste of meat or animal produce / ""I eat whatever I want to eat""",Neither Agree nor Disagree,NA,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,NA,NA,NA,Disagree,Disagree,Disagree,NA,NA,NA,Vegan,1
38,1647023084471,11/03/2022 18:24:44,6024625,2,36,Disagree,statements,85,A few times a year,A few times a year,24,Male,"Undergraduate degree (BSc, BA)",3,For,I'm vegan because meat prices are high,Somewhat Agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Vegan,2
39,1647023086177,11/03/2022 18:24:46,6024625,2,37,Strongly Disagree,statements,85,A few times a year,A few times a year,24,Male,"Undergraduate degree (BSc, BA)",3,Against,I'm not vegan because meat have good nutrients,Somewhat Agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Vegan,1
40,1647023087677,11/03/2022 18:24:47,6024625,2,38,Agree,statements,90,A few times a year,A few times a year,19,Male,A levels,2,For,We need to save the animals.,Disagree,NA,Strongly Agree,Strongly Agree,Strongly Agree,NA,NA,NA,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,NA,NA,NA,Vegan,6
41,1647023090661,11/03/2022 18:24:50,6024625,2,39,Strongly Disagree,statements,89,Rarely,A few times a year,25,Male,"Undergraduate degree (BSc, BA)",1,Against,You will have difficulty when dining out as not many restaurants offer vegan choices,Strongly agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Vegan,1
43,1647023094720,11/03/2022 18:24:54,6024625,2,41,Agree,statements,86,Once or twice a year,Once or twice a year,18,Male,A levels,1,For,if i am vegan it will protect the animals and this will make me feel better,Agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Vegan,6
44,1647023095911,11/03/2022 18:24:55,6024625,2,42,Agree,statements,90,A few times a year,A few times a year,19,Male,A levels,1,For,Its healthier for you.,Disagree,NA,Strongly Agree,Strongly Agree,Strongly Agree,NA,NA,NA,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,NA,NA,NA,Vegan,6
45,1647023099227,11/03/2022 18:24:59,6024625,2,43,Agree,statements,84,Rarely,Rarely,31,Female,"Undergraduate degree (BSc, BA)",1,For,I am  veagn because I respect animals and don't want them hurt,Somewhat Disagree,NA,Disagree,Disagree,Disagree,NA,NA,NA,Disagree,Disagree,Disagree,NA,NA,NA,Vegan,6
46,1647023100986,11/03/2022 18:25:00,6024625,2,44,Agree,statements,86,Once or twice a year,Once or twice a year,18,Male,A levels,2,For,because the cruelty the animals suffer when they are reproduced in mass,Agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Vegan,6
47,1647023113202,11/03/2022 18:25:13,6024625,2,45,Strongly Disagree,statements,81,Never,Most months,25,Male,"Undergraduate degree (BSc, BA)",3,Against,"why should i a person that lives in modern european country, where the people are already trying to be friendlier to animals and the planet, stop eating meat, while there are 2 countries with billions",Strongly Disagree,NA,Disagree,Disagree,Disagree,NA,NA,NA,Disagree,Disagree,Disagree,NA,NA,NA,Vegan,1
48,1647023115999,11/03/2022 18:25:15,6024625,2,46,Strongly Agree,statements,88,A few times a year,Rarely,33,Female,"Postgraduate degree (MSc, MA, MPhil)",2,For,Killing animals is unethical,Somewhat Agree,NA,Disagree,Somewhat Agree,Disagree,NA,NA,NA,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,NA,NA,NA,Vegan,7
49,1647023119119,11/03/2022 18:25:19,6024625,2,47,Strongly Disagree,statements,84,Rarely,Rarely,31,Female,"Undergraduate degree (BSc, BA)",1,Against,I am not vegan beacuse I think that it's not really good for health therefore you don't eat all kinds of nutritional elements,Somewhat Disagree,NA,Disagree,Disagree,Disagree,NA,NA,NA,Disagree,Disagree,Disagree,NA,NA,NA,Vegan,1
50,1647023123358,11/03/2022 18:25:23,6024625,2,48,Somewhat Agree,statements,84,Rarely,Rarely,31,Female,"Undergraduate degree (BSc, BA)",2,For,I choose to be vegan to have better health and eat less meat,Somewhat Disagree,NA,Disagree,Disagree,Disagree,NA,NA,NA,Disagree,Disagree,Disagree,NA,NA,NA,Vegan,5
51,1647023126313,11/03/2022 18:25:26,6024625,2,49,Disagree,statements,84,Rarely,Rarely,31,Female,"Undergraduate degree (BSc, BA)",2,Against,I don't eat most of the vegetables so I would not be able to eat anything,Somewhat Disagree,NA,Disagree,Disagree,Disagree,NA,NA,NA,Disagree,Disagree,Disagree,NA,NA,NA,Vegan,2
52,1647023128097,11/03/2022 18:25:28,6024625,2,50,Strongly Disagree,statements,89,Rarely,A few times a year,25,Male,"Undergraduate degree (BSc, BA)",2,Against,you will have low energy and weight problems,Strongly agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Vegan,1
53,1647023136865,11/03/2022 18:25:36,6024625,2,51,Agree,statements,82,Once or twice a year,A few times a year,NA,Female,Vocational Training / Apprenticeship,1,For,Healthy eating is what most people prefer doing so Veganism does come from such choices.,Strongly agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Vegan,6
54,1647023141530,11/03/2022 18:25:41,6024625,2,52,Strongly Disagree,statements,82,Once or twice a year,A few times a year,NA,Female,Vocational Training / Apprenticeship,1,Against,Id never survive without eating meats...the Zulu tribe believes that manufacturing should indulge on meat. Real man eat meatballs they would say.,Strongly agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Vegan,1
55,1647023145630,11/03/2022 18:25:45,6024625,2,53,Agree,statements,90,A few times a year,A few times a year,19,Male,A levels,3,For,To save the planet from the pollution that meat production creates.,Disagree,NA,Strongly Agree,Strongly Agree,Strongly Agree,NA,NA,NA,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,NA,NA,NA,Vegan,6
56,1647023148010,11/03/2022 18:25:48,6024625,2,54,Neither Agree nor Disagree,statements,87,Once or twice a year,Rarely,19,Male,A levels,2,For,don't like the taste of meat / prefer the taste of vegan food,Neither Agree nor Disagree,NA,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,NA,NA,NA,Disagree,Disagree,Disagree,NA,NA,NA,Vegan,4
57,1647023149579,11/03/2022 18:25:49,6024625,2,55,Strongly Disagree,statements,88,A few times a year,Rarely,33,Female,"Postgraduate degree (MSc, MA, MPhil)",2,Against,Human body needs meat to work adequately,Somewhat Agree,NA,Disagree,Somewhat Agree,Disagree,NA,NA,NA,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,NA,NA,NA,Vegan,1
58,1647023153631,11/03/2022 18:25:53,6024625,2,56,Somewhat Agree,statements,82,Once or twice a year,A few times a year,NA,Female,Vocational Training / Apprenticeship,2,For,I want to try a new eating plan that doesn't involve eating of meats. It's due to my culture to not eat anything slaughtered.,Strongly agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Vegan,5
59,1647023158882,11/03/2022 18:25:58,6024625,2,57,Somewhat Agree,statements,85,A few times a year,A few times a year,24,Male,"Undergraduate degree (BSc, BA)",2,For,I'm vegan because meat consumption boosts global warming,Somewhat Agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Vegan,5
60,1647023160927,11/03/2022 18:26:00,6024625,2,58,Strongly Disagree,statements,84,Rarely,Rarely,31,Female,"Undergraduate degree (BSc, BA)",3,For,I became vegan only to follow a trend and because I think that it will help me to loose some weight,Somewhat Disagree,NA,Disagree,Disagree,Disagree,NA,NA,NA,Disagree,Disagree,Disagree,NA,NA,NA,Vegan,1
61,1647023164724,11/03/2022 18:26:04,6024625,2,59,Disagree,statements,84,Rarely,Rarely,31,Female,"Undergraduate degree (BSc, BA)",3,Against,I am not vegan beacuse I think that the best way to be healty is to eat less of everything,Somewhat Disagree,NA,Disagree,Disagree,Disagree,NA,NA,NA,Disagree,Disagree,Disagree,NA,NA,NA,Vegan,2
62,1647023168005,11/03/2022 18:26:08,6024625,2,60,Neither Agree nor Disagree,statements,82,Once or twice a year,A few times a year,NA,Female,Vocational Training / Apprenticeship,3,For,my beliefs really condemn the consumption of meats or animal related products thus I will only stick to being Vegan.,Strongly agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Vegan,4
63,1647023170049,11/03/2022 18:26:10,6024625,2,61,Strongly Disagree,statements,88,A few times a year,Rarely,33,Female,"Postgraduate degree (MSc, MA, MPhil)",3,Against,It will bring health consequences in long term not eating meat,Somewhat Agree,NA,Disagree,Somewhat Agree,Disagree,NA,NA,NA,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,NA,NA,NA,Vegan,1
64,1647023173152,11/03/2022 18:26:13,6024625,2,62,Strongly Disagree,statements,83,A few times a year,A few times a year,20,Male,No formal qualifications,3,Against,There are animals that will extinct without farming,Agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Vegan,1
3,1647023183666,11/03/2022 18:26:23,6024649,2,1,Strongly Agree,statements,89,Rarely,A few times a year,25,Male,"Undergraduate degree (BSc, BA)",1,For,By being vegan you save a lot of animals,Strongly agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Vegan,7
6,1647023202335,11/03/2022 18:26:42,6024649,2,4,Neither Agree nor Disagree,statements,87,Once or twice a year,Rarely,19,Male,A levels,3,Against,don't want to be associated with vegans,Neither Agree nor Disagree,NA,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,NA,NA,NA,Disagree,Disagree,Disagree,NA,NA,NA,Vegan,4
7,1647023208661,11/03/2022 18:26:48,6024649,2,5,Disagree,statements,90,A few times a year,A few times a year,19,Male,A levels,3,Against,There is not enough concrete evidence that a vegan diet can replace a diet that contains meat and animal products.,Disagree,NA,Strongly Agree,Strongly Agree,Strongly Agree,NA,NA,NA,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,NA,NA,NA,Vegan,2
8,1647023214336,11/03/2022 18:26:54,6024649,2,6,Strongly Disagree,statements,85,A few times a year,A few times a year,24,Male,"Undergraduate degree (BSc, BA)",1,Against,I'm not vegan because meat tastes good,Somewhat Agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Vegan,1
9,1647023219587,11/03/2022 18:26:59,6024649,2,7,Somewhat Agree,statements,88,A few times a year,Rarely,33,Female,"Postgraduate degree (MSc, MA, MPhil)",3,For,Animal Breeding increases pollution,Somewhat Agree,NA,Disagree,Somewhat Agree,Disagree,NA,NA,NA,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,NA,NA,NA,Vegan,5
10,1647023222274,11/03/2022 18:27:02,6024649,2,8,Disagree,statements,88,A few times a year,Rarely,33,Female,"Postgraduate degree (MSc, MA, MPhil)",2,Against,Human body needs meat to work adequately,Somewhat Agree,NA,Disagree,Somewhat Agree,Disagree,NA,NA,NA,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,NA,NA,NA,Vegan,2
11,1647023226597,11/03/2022 18:27:06,6024649,2,9,Strongly Disagree,statements,88,A few times a year,Rarely,33,Female,"Postgraduate degree (MSc, MA, MPhil)",3,Against,It will bring health consequences in long term not eating meat,Somewhat Agree,NA,Disagree,Somewhat Agree,Disagree,NA,NA,NA,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,NA,NA,NA,Vegan,1
