Event.Index,UTC.Timestamp,UTC.Date,Participant.Private.ID,Task.Version,Trial.Number,Response,display,ID,discuss_1,read_1,age,gender,edu,arg_ID,Arg_Position,Arguments,rater_position,response_ratings,position_conf,position_conf_num
57,1659955195569,08/08/2022 10:39:55,6893602,2,55,Strongly Disagree,statements,67,Rarely,A few times a year,20,Female,A levels,2,For,It will likely reduce severity of symptoms for everyone,Hesitant,1,NA,NA
58,1659955198786,08/08/2022 10:39:58,6893602,2,56,Somewhat Agree,statements,65,Never,A few times a year,36,Male,GCSEs,1,For,I want to protect myself,Hesitant,5,NA,NA
59,1659955203853,08/08/2022 10:40:03,6893602,2,57,Strongly Disagree,statements,64,Rarely,Most weeks,27,Female,A levels,1,For,Having the vaccine is less painful then the disease.,Hesitant,1,NA,NA
60,1659955207768,08/08/2022 10:40:07,6893602,2,58,Strongly Agree,statements,63,Rarely,A few times a year,38,Female,"Postgraduate degree (MSc, MA, MPhil)",2,Against,I am worried about long term effects,Hesitant,7,NA,NA
61,1659955212345,08/08/2022 10:40:12,6893602,2,59,Somewhat Agree,statements,69,Rarely,Once or twice a year,42,Female,"Undergraduate degree (BSc, BA)",2,For,It will mean our lives can start to get back to normal,Hesitant,5,NA,NA
62,1659955215876,08/08/2022 10:40:15,6893602,2,60,Disagree,statements,64,Rarely,Most weeks,27,Female,A levels,3,Against,It's a government thing to track us and keep an eye on us,Hesitant,2,NA,NA
63,1659955219930,08/08/2022 10:40:19,6893602,2,61,Agree,statements,62,A few times a year,Most months,26,Female,"Postgraduate degree (MSc, MA, MPhil)",3,Against,I have been told by a medical professional not to have one,Hesitant,6,NA,NA
64,1659955225051,08/08/2022 10:40:25,6893602,2,62,Neither Agree nor Disagree,statements,65,Never,A few times a year,36,Male,GCSEs,3,For,I don't want to worry about it anymore,Hesitant,4,NA,NA
3,1659956111891,08/08/2022 10:55:11,6893712,2,1,Somewhat Disagree,statements,69,Rarely,Once or twice a year,42,Female,"Undergraduate degree (BSc, BA)",1,For,It protects you and your family against the virus,Hesitant,3,NA,NA
5,1659956122183,08/08/2022 10:55:22,6893712,2,3,Somewhat Agree,statements,64,Rarely,Most weeks,27,Female,A levels,1,Against,It's harmful to the human body,Hesitant,5,NA,NA
6,1659956130136,08/08/2022 10:55:30,6893712,2,4,Neither Agree nor Disagree,statements,66,Most months,Most weeks,18,Male,A levels,2,For,Someone I live with is vulnerable too which gives me an incentive to get the vaccine to  keep them safe.,Hesitant,4,NA,NA
8,1659956143039,08/08/2022 10:55:43,6893712,2,6,Disagree,statements,66,Most months,Most weeks,18,Male,A levels,2,Against,Studies have shown that vaccination provides a strong boost in protection in people who have recovered from COVID-19.,Hesitant,2,NA,NA
9,1659956146568,08/08/2022 10:55:46,6893712,2,7,Neither Agree nor Disagree,statements,65,Never,A few times a year,36,Male,GCSEs,2,For,I want to protect vulnerable family members,Hesitant,4,NA,NA
10,1659956149539,08/08/2022 10:55:49,6893712,2,8,Strongly Disagree,statements,64,Rarely,Most weeks,27,Female,A levels,2,For,They wouldn't give it us if it wasn't safe,Hesitant,1,NA,NA
11,1659956152524,08/08/2022 10:55:52,6893712,2,9,Disagree,statements,67,Rarely,A few times a year,20,Female,A levels,3,For,"The quicker society is vaccinated, the quicker normality can return",Hesitant,2,NA,NA
12,1659956155508,08/08/2022 10:55:55,6893712,2,10,Somewhat Agree,statements,70,Most months,Most days,21,Female,A levels,3,Against,Coronavirus doesn't exist/is a conspiracy,Hesitant,5,NA,NA
13,1659956160300,08/08/2022 10:56:00,6893712,2,11,Somewhat Agree,statements,62,A few times a year,Most months,26,Female,"Postgraduate degree (MSc, MA, MPhil)",1,Against,I've read something on social media which has told me not to,Hesitant,5,NA,NA
14,1659956163907,08/08/2022 10:56:03,6893712,2,12,Strongly Disagree,statements,61,Most days,Never,33,Female,GCSEs,1,Against,The government are putting a chip inside us,Hesitant,1,NA,NA
15,1659956166189,08/08/2022 10:56:06,6893712,2,13,Strongly Disagree,statements,64,Rarely,Most weeks,27,Female,A levels,3,Against,It's a government thing to track us and keep an eye on us,Hesitant,1,NA,NA
16,1659956168987,08/08/2022 10:56:08,6893712,2,14,Somewhat Disagree,statements,67,Rarely,A few times a year,20,Female,A levels,2,For,It will likely reduce severity of symptoms for everyone,Hesitant,3,NA,NA
17,1659956172691,08/08/2022 10:56:12,6893712,2,15,Disagree,statements,68,Most months,A few times a year,35,Male,Vocational Training / Apprenticeship,1,For,I don't want to die so i better get one soon.,Hesitant,2,NA,NA
18,1659956175583,08/08/2022 10:56:15,6893712,2,16,Somewhat Agree,statements,67,Rarely,A few times a year,20,Female,A levels,3,Against,The vaccine is dangerous,Hesitant,5,NA,NA
19,1659956177999,08/08/2022 10:56:17,6893712,2,17,Somewhat Agree,statements,69,Rarely,Once or twice a year,42,Female,"Undergraduate degree (BSc, BA)",1,Against,It was developed too quickly so doesnât work well,Hesitant,5,NA,NA
20,1659956180340,08/08/2022 10:56:20,6893712,2,18,Agree,statements,68,Most months,A few times a year,35,Male,Vocational Training / Apprenticeship,1,Against,I just don't want one,Hesitant,6,NA,NA
21,1659956182320,08/08/2022 10:56:22,6893712,2,19,Strongly Disagree,statements,62,A few times a year,Most months,26,Female,"Postgraduate degree (MSc, MA, MPhil)",2,Against,I have a phobia of needles,Hesitant,1,NA,NA
22,1659956186606,08/08/2022 10:56:26,6893712,2,20,Somewhat Disagree,statements,64,Rarely,Most weeks,27,Female,A levels,1,For,Having the vaccine is less painful then the disease.,Hesitant,3,NA,NA
23,1659956193969,08/08/2022 10:56:33,6893712,2,21,Somewhat Disagree,statements,62,A few times a year,Most months,26,Female,"Postgraduate degree (MSc, MA, MPhil)",3,Against,I have been told by a medical professional not to have one,Hesitant,3,NA,NA
24,1659956197168,08/08/2022 10:56:37,6893712,2,22,Disagree,statements,66,Most months,Most weeks,18,Male,A levels,1,For,I'm classed in a vulnerable category so getting the vaccine would help reduce the risk f me catching it and getting serious symptoms,Hesitant,2,NA,NA
25,1659956201445,08/08/2022 10:56:41,6893712,2,23,Somewhat Agree,statements,68,Most months,A few times a year,35,Male,Vocational Training / Apprenticeship,3,For,social presser to get one,Hesitant,5,NA,NA
26,1659956204273,08/08/2022 10:56:44,6893712,2,24,Agree,statements,65,Never,A few times a year,36,Male,GCSEs,1,Against,There hasn't been enough time to develop it safely,Hesitant,6,NA,NA
27,1659956206085,08/08/2022 10:56:46,6893712,2,25,Agree,statements,63,Rarely,A few times a year,38,Female,"Postgraduate degree (MSc, MA, MPhil)",2,Against,I am worried about long term effects,Hesitant,6,NA,NA
28,1659956207947,08/08/2022 10:56:47,6893712,2,26,Agree,statements,61,Most days,Never,33,Female,GCSEs,2,Against,Don't want foreign bodies in me,Hesitant,6,NA,NA
29,1659956212946,08/08/2022 10:56:52,6893712,2,27,Somewhat Disagree,statements,62,A few times a year,Most months,26,Female,"Postgraduate degree (MSc, MA, MPhil)",2,For,I want to protect others from covid,Hesitant,3,NA,NA
30,1659956217111,08/08/2022 10:56:57,6893712,2,28,Strongly Agree,statements,70,Most months,Most days,21,Female,A levels,2,Against,Vaccines aren't effective - there's a new flu jab every year because of mutations,Hesitant,7,NA,NA
31,1659956219990,08/08/2022 10:56:59,6893712,2,29,Neither Agree nor Disagree,statements,63,Rarely,A few times a year,38,Female,"Postgraduate degree (MSc, MA, MPhil)",3,For,I want to protect my loved ones,Hesitant,4,NA,NA
32,1659956222096,08/08/2022 10:57:02,6893712,2,30,Disagree,statements,67,Rarely,A few times a year,20,Female,A levels,1,Against,The vaccine is a tracking device,Hesitant,2,NA,NA
33,1659956226511,08/08/2022 10:57:06,6893712,2,31,Agree,statements,68,Most months,A few times a year,35,Male,Vocational Training / Apprenticeship,3,Against,the body needs to deal with this natural.,Hesitant,6,NA,NA
34,1659956228524,08/08/2022 10:57:08,6893712,2,32,Strongly Agree,statements,68,Most months,A few times a year,35,Male,Vocational Training / Apprenticeship,2,For,get life back to normal,Hesitant,7,NA,NA
35,1659956231454,08/08/2022 10:57:11,6893712,2,33,Agree,statements,65,Never,A few times a year,36,Male,GCSEs,2,Against,It isn't necessary unless you're a vulnerable person,Hesitant,6,NA,NA
36,1659956233153,08/08/2022 10:57:13,6893712,2,34,Neither Agree nor Disagree,statements,65,Never,A few times a year,36,Male,GCSEs,1,For,I want to protect myself,Hesitant,4,NA,NA
37,1659956234964,08/08/2022 10:57:14,6893712,2,35,Strongly Agree,statements,70,Most months,Most days,21,Female,A levels,1,For,I want everything to go back to normal,Hesitant,7,NA,NA
38,1659956237139,08/08/2022 10:57:17,6893712,2,36,Neither Agree nor Disagree,statements,68,Most months,A few times a year,35,Male,Vocational Training / Apprenticeship,2,Against,i dont trust there ......,Hesitant,4,NA,NA
39,1659956240020,08/08/2022 10:57:20,6893712,2,37,Somewhat Disagree,statements,64,Rarely,Most weeks,27,Female,A levels,2,Against,It won't work and cause damage to our insides,Hesitant,3,NA,NA
40,1659956243510,08/08/2022 10:57:23,6893712,2,38,Agree,statements,65,Never,A few times a year,36,Male,GCSEs,3,For,I don't want to worry about it anymore,Hesitant,6,NA,NA
41,1659956245537,08/08/2022 10:57:25,6893712,2,39,Somewhat Disagree,statements,62,A few times a year,Most months,26,Female,"Postgraduate degree (MSc, MA, MPhil)",1,For,I want to protect myself from covid,Hesitant,3,NA,NA
42,1659956247653,08/08/2022 10:57:27,6893712,2,40,Somewhat Agree,statements,63,Rarely,A few times a year,38,Female,"Postgraduate degree (MSc, MA, MPhil)",3,Against,I don't believe in vaccinations,Hesitant,5,NA,NA
43,1659956252091,08/08/2022 10:57:32,6893712,2,41,Agree,statements,70,Most months,Most days,21,Female,A levels,2,For,I want to be able to go on holiday if there are vaccine passports,Hesitant,6,NA,NA
44,1659956255852,08/08/2022 10:57:35,6893712,2,42,Disagree,statements,63,Rarely,A few times a year,38,Female,"Postgraduate degree (MSc, MA, MPhil)",1,Against,I don't know enough about it,Hesitant,2,NA,NA
45,1659956548136,08/08/2022 11:02:28,6893712,2,43,Neither Agree nor Disagree,statements,66,Most months,Most weeks,18,Male,A levels,3,Against,Although it seems that the vaccine making process has been rushed it has still gone through the normal rigorous testing required to make sure its safe.,Hesitant,4,NA,NA
46,1659956551404,08/08/2022 11:02:31,6893712,2,44,Somewhat Disagree,statements,61,Most days,Never,33,Female,GCSEs,1,For,Stops us getting covid so bad,Hesitant,3,NA,NA
47,1659956555238,08/08/2022 11:02:35,6893712,2,45,Somewhat Disagree,statements,69,Rarely,Once or twice a year,42,Female,"Undergraduate degree (BSc, BA)",2,For,It will mean our lives can start to get back to normal,Hesitant,3,NA,NA
48,1659956556952,08/08/2022 11:02:36,6893712,2,46,Somewhat Disagree,statements,61,Most days,Never,33,Female,GCSEs,2,For,Protect us from virus,Hesitant,3,NA,NA
49,1659956559642,08/08/2022 11:02:39,6893712,2,47,Disagree,statements,69,Rarely,Once or twice a year,42,Female,"Undergraduate degree (BSc, BA)",3,Against,I don't believe in COVID-19,Hesitant,2,NA,NA
50,1659956561599,08/08/2022 11:02:41,6893712,2,48,Somewhat Agree,statements,67,Rarely,A few times a year,20,Female,A levels,2,Against,The development has been rushed,Hesitant,5,NA,NA
51,1659956564022,08/08/2022 11:02:44,6893712,2,49,Somewhat Disagree,statements,69,Rarely,Once or twice a year,42,Female,"Undergraduate degree (BSc, BA)",3,For,It's safe and developed by experts,Hesitant,3,NA,NA
52,1659956566290,08/08/2022 11:02:46,6893712,2,50,Somewhat Disagree,statements,62,A few times a year,Most months,26,Female,"Postgraduate degree (MSc, MA, MPhil)",3,For,I see no reason to not get vaccinated and I have been asked to do so,Hesitant,3,NA,NA
53,1659956569852,08/08/2022 11:02:49,6893712,2,51,Agree,statements,63,Rarely,A few times a year,38,Female,"Postgraduate degree (MSc, MA, MPhil)",2,For,I want to have more freedoms again,Hesitant,6,NA,NA
54,1659956571822,08/08/2022 11:02:51,6893712,2,52,Neither Agree nor Disagree,statements,63,Rarely,A few times a year,38,Female,"Postgraduate degree (MSc, MA, MPhil)",1,For,I want to be protected,Hesitant,4,NA,NA
55,1659956577134,08/08/2022 11:02:57,6893712,2,53,Neither Agree nor Disagree,statements,66,Most months,Most weeks,18,Male,A levels,1,Against,The vaccines are effective as they can keep you from getting and spreading the virus that causes COVID-19.,Hesitant,4,NA,NA
56,1659956581414,08/08/2022 11:03:01,6893712,2,54,Somewhat Disagree,statements,64,Rarely,Most weeks,27,Female,A levels,3,For,It will help protect me and others around me,Hesitant,3,NA,NA
57,1659956585030,08/08/2022 11:03:05,6893712,2,55,Somewhat Agree,statements,70,Most months,Most days,21,Female,A levels,1,Against,I don't know whats in them - how can they produce something effective so quickly,Hesitant,5,NA,NA
58,1659956589421,08/08/2022 11:03:09,6893712,2,56,Strongly Agree,statements,70,Most months,Most days,21,Female,A levels,3,For,I want to protect those who are vulnerable through herd immunity,Hesitant,7,NA,NA
59,1659956592133,08/08/2022 11:03:12,6893712,2,57,Somewhat Disagree,statements,61,Most days,Never,33,Female,GCSEs,3,For,Protecting others from the virus,Hesitant,3,NA,NA
60,1659956595860,08/08/2022 11:03:15,6893712,2,58,Somewhat Agree,statements,69,Rarely,Once or twice a year,42,Female,"Undergraduate degree (BSc, BA)",2,Against,It's dangerous and gives you a dose of covid,Hesitant,5,NA,NA
61,1659956597706,08/08/2022 11:03:17,6893712,2,59,Somewhat Disagree,statements,61,Most days,Never,33,Female,GCSEs,3,Against,I think it's a scam,Hesitant,3,NA,NA
62,1659956607469,08/08/2022 11:03:27,6893712,2,60,Neither Agree nor Disagree,statements,66,Most months,Most weeks,18,Male,A levels,3,For,To contribute to herd immunity to help eradicate the virus altogether.,Hesitant,4,NA,NA
63,1659956610290,08/08/2022 11:03:30,6893712,2,61,Disagree,statements,67,Rarely,A few times a year,20,Female,A levels,1,For,"If everyone is vaccinated, vulnerable people will be safer",Hesitant,2,NA,NA
64,1659956612107,08/08/2022 11:03:32,6893712,2,62,Disagree,statements,65,Never,A few times a year,36,Male,GCSEs,3,Against,I believe it's a conspiracy,Hesitant,2,NA,NA
3,1659956960427,08/08/2022 11:09:20,6893786,2,1,Disagree,statements,69,Rarely,Once or twice a year,42,Female,"Undergraduate degree (BSc, BA)",1,For,It protects you and your family against the virus,Hesitant,2,NA,NA
4,1659956962810,08/08/2022 11:09:22,6893786,2,2,Agree,statements,63,Rarely,A few times a year,38,Female,"Postgraduate degree (MSc, MA, MPhil)",2,Against,I am worried about long term effects,Hesitant,6,NA,NA
5,1659956966298,08/08/2022 11:09:26,6893786,2,3,Strongly Disagree,statements,67,Rarely,A few times a year,20,Female,A levels,3,For,"The quicker society is vaccinated, the quicker normality can return",Hesitant,1,NA,NA
6,1659956969434,08/08/2022 11:09:29,6893786,2,4,Neither Agree nor Disagree,statements,62,A few times a year,Most months,26,Female,"Postgraduate degree (MSc, MA, MPhil)",2,For,I want to protect others from covid,Hesitant,4,NA,NA
7,1659956972541,08/08/2022 11:09:32,6893786,2,5,Disagree,statements,67,Rarely,A few times a year,20,Female,A levels,1,For,"If everyone is vaccinated, vulnerable people will be safer",Hesitant,2,NA,NA
8,1659956974886,08/08/2022 11:09:34,6893786,2,6,Agree,statements,61,Most days,Never,33,Female,GCSEs,2,Against,Don't want foreign bodies in me,Hesitant,6,NA,NA
9,1659956977720,08/08/2022 11:09:37,6893786,2,7,Neither Agree nor Disagree,statements,61,Most days,Never,33,Female,GCSEs,1,Against,The government are putting a chip inside us,Hesitant,4,NA,NA
10,1659956983682,08/08/2022 11:09:43,6893786,2,8,Agree,statements,70,Most months,Most days,21,Female,A levels,2,Against,Vaccines aren't effective - there's a new flu jab every year because of mutations,Hesitant,6,NA,NA
11,1659956986459,08/08/2022 11:09:46,6893786,2,9,Disagree,statements,64,Rarely,Most weeks,27,Female,A levels,1,For,Having the vaccine is less painful then the disease.,Hesitant,2,NA,NA
12,1659956991623,08/08/2022 11:09:51,6893786,2,10,Somewhat Agree,statements,70,Most months,Most days,21,Female,A levels,1,Against,I don't know whats in them - how can they produce something effective so quickly,Hesitant,5,NA,NA
13,1659956991685,08/08/2022 11:09:51,6893786,2,11,Somewhat Agree,statements,62,A few times a year,Most months,26,Female,"Postgraduate degree (MSc, MA, MPhil)",3,Against,I have been told by a medical professional not to have one,Hesitant,5,NA,NA
14,1659956995356,08/08/2022 11:09:55,6893786,2,12,Strongly Disagree,statements,62,A few times a year,Most months,26,Female,"Postgraduate degree (MSc, MA, MPhil)",3,For,I see no reason to not get vaccinated and I have been asked to do so,Hesitant,1,NA,NA
15,1659956999724,08/08/2022 11:09:59,6893786,2,13,Neither Agree nor Disagree,statements,70,Most months,Most days,21,Female,A levels,2,For,I want to be able to go on holiday if there are vaccine passports,Hesitant,4,NA,NA
16,1659957005311,08/08/2022 11:10:05,6893786,2,14,Neither Agree nor Disagree,statements,64,Rarely,Most weeks,27,Female,A levels,3,Against,It's a government thing to track us and keep an eye on us,Hesitant,4,NA,NA
