Event.Index,UTC.Timestamp,UTC.Date,Participant.Private.ID,Task.Version,Trial.Number,Response,display,ARGUER_ID,discuss_1,read_1,age,gender,edu,argument_ID,Arg_Position,Arguments,rater_position,response_ratings,Arguer_Position,argument_index,Rater_ID,argument_Position,reasoning_stan,intellectual_stan_1,intellectual_stan_2,intellectual_stan_3,morality_stan_1,morality_stan_2,morality_stan_3,condition,ITT_cond,passedITT
55,1646340000000,03/03/2022 20:09,5934906,7,53,Somewhat Agree,statements,46,Most weeks,Most weeks,25,Female,"Undergraduate degree (BSc, BA)",2,For,The whole animal based consumption industry is horrific,Pro,5,PRO,272,85,For,Somewhat Disagree,Strongly Disagree,Disagree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Disagree,Baseline,0,NA
57,1646340000000,03/03/2022 20:09,5934906,7,55,Neither Agree nor Disagree,statements,46,Most weeks,Most weeks,25,Female,"Undergraduate degree (BSc, BA)",1,For,The environmental impact it causes to be vegan vs the environmental impact it causes not being vegan,Pro,4,PRO,271,85,For,Somewhat Disagree,Strongly Disagree,Disagree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Disagree,Baseline,0,NA
60,1646340000000,03/03/2022 20:10,5934906,7,58,Somewhat Agree,statements,50,A few times a year,Most months,23,Male,"Undergraduate degree (BSc, BA)",2,For,animal agriculture is a leading cause of climate change,Pro,5,PRO,296,85,For,Disagree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Baseline,0,NA
63,1646340000000,03/03/2022 20:10,5934906,7,61,Agree,statements,47,Rarely,Once or twice a year,27,Female,"Undergraduate degree (BSc, BA)",3,For,Doing it for health,Pro,6,PRO,279,85,For,Neither Agree nor Disagree,Disagree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Disagree,Baseline,0,NA
3,1646330000000,03/03/2022 17:44,5933328,7,1,Strongly Agree,statements,67,A few times a year,A few times a year,23,Female,GCSEs,3,For,"Care for climate, global warming which is affected by meat industry",Pro,7,PRO,399,11,For,Somewhat Disagree,Disagree,Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Baseline,0,NA
4,1646330000000,03/03/2022 17:44,5933328,7,2,Strongly Agree,statements,62,A few times a year,A few times a year,29,Male,"Undergraduate degree (BSc, BA)",3,For,helps prevent disease,Pro,7,PRO,369,11,For,Disagree,Strongly Disagree,Somewhat Disagree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Baseline,0,NA
5,1646330000000,03/03/2022 17:44,5933328,7,3,Strongly Agree,statements,70,Rarely,Most weeks,24,Male,"Undergraduate degree (BSc, BA)",1,For,"For the empathy on the animals, put yourself in their situation and what they live.",Pro,7,PRO,415,11,For,Strongly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,Agree,Agree,Somewhat Agree,Baseline,0,NA
6,1646330000000,03/03/2022 17:44,5933328,7,4,Strongly Agree,statements,69,A few times a year,Rarely,57,Male,"Undergraduate degree (BSc, BA)",2,For,You can live healthily without consuming animals who are sentient beings capable of pain & suffering so why eat them?,Pro,7,PRO,410,11,For,Disagree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Baseline,0,NA
8,1646330000000,03/03/2022 17:44,5933328,7,6,Agree,statements,70,Rarely,Most weeks,24,Male,"Undergraduate degree (BSc, BA)",2,For,"Ambient, how much the agriculture and animal farming destroy the ambient, from co2, to deforestation etc.",Pro,6,PRO,416,11,For,Strongly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,Agree,Agree,Somewhat Agree,Baseline,0,NA
9,1646330000000,03/03/2022 17:44,5933328,7,7,Neither Agree nor Disagree,statements,68,Most days,Most days,32,Female,"Undergraduate degree (BSc, BA)",2,For,Meat and animal products are unhealthy and do not have any nutritional value as they man made and not from nature,Pro,4,PRO,404,11,For,Somewhat Agree,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Baseline,0,NA
10,1646330000000,03/03/2022 17:44,5933328,7,8,Strongly Agree,statements,66,Once or twice a year,Once or twice a year,24,Female,"Undergraduate degree (BSc, BA)",1,For,ethics- do not want to contribute to the suffering of animals,Pro,7,PRO,391,11,For,Somewhat Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neither Agree nor Disagree,Strongly Disagree,Strongly Disagree,Baseline,0,NA
11,1646330000000,03/03/2022 17:44,5933328,7,9,Strongly Agree,statements,66,Once or twice a year,Once or twice a year,24,Female,"Undergraduate degree (BSc, BA)",2,For,for the health benefits or weight management,Pro,7,PRO,392,11,For,Somewhat Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neither Agree nor Disagree,Strongly Disagree,Strongly Disagree,Baseline,0,NA
12,1646330000000,03/03/2022 17:44,5933328,7,10,Strongly Agree,statements,61,A few times a year,Most weeks,39,Female,"Undergraduate degree (BSc, BA)",1,For,"I am vegan for health reasons, I want to eat a more wholesome diet that works with how my body should work.",Pro,7,PRO,361,11,For,Somewhat Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Baseline,0,NA
21,1646330000000,03/03/2022 17:44,5933328,7,19,Strongly Agree,statements,65,Rarely,Most months,33,Female,GCSEs,1,For,Vegans are against animal cruelty,Pro,7,PRO,385,11,For,Neither Agree nor Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Baseline,0,NA
25,1646330000000,03/03/2022 17:45,5933328,7,23,Strongly Agree,statements,69,A few times a year,Rarely,57,Male,"Undergraduate degree (BSc, BA)",3,For,"It's so easy to be vegan these days - supermarkets are full of vegan options, restaurants have tons of vegan options - try it & open your world to tasty vegan food",Pro,7,PRO,411,11,For,Disagree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Baseline,0,NA
28,1646330000000,03/03/2022 17:45,5933328,7,26,Agree,statements,64,Most months,Once or twice a year,25,Female,A levels,2,For,To avoid damage to the environment caused by animal agriculture,Pro,6,PRO,380,11,For,Disagree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Baseline,0,NA
29,1646330000000,03/03/2022 17:45,5933328,7,27,Strongly Agree,statements,68,Most days,Most days,32,Female,"Undergraduate degree (BSc, BA)",1,For,"Improved and better healthier life, a lot of food products sold in our supermarkets are artificial and genetically modified therefore going Vegan is a much better choice",Pro,7,PRO,403,11,For,Somewhat Agree,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Baseline,0,NA
32,1646330000000,03/03/2022 17:45,5933328,7,30,Strongly Agree,statements,64,Most months,Once or twice a year,25,Female,A levels,3,For,To improve personal health,Pro,7,PRO,381,11,For,Disagree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Baseline,0,NA
34,1646330000000,03/03/2022 17:45,5933328,7,32,Strongly Agree,statements,67,A few times a year,A few times a year,23,Female,GCSEs,1,For,Care for animals and feeling responsible,Pro,7,PRO,397,11,For,Somewhat Disagree,Disagree,Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Baseline,0,NA
35,1646330000000,03/03/2022 17:45,5933328,7,33,Strongly Agree,statements,69,A few times a year,Rarely,57,Male,"Undergraduate degree (BSc, BA)",1,For,It is selfish to cause pain & suffering to animals when there is no need to,Pro,7,PRO,409,11,For,Disagree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Baseline,0,NA
36,1646330000000,03/03/2022 17:45,5933328,7,34,Strongly Agree,statements,65,Rarely,Most months,33,Female,GCSEs,2,For,Vegan products are healthier,Pro,7,PRO,386,11,For,Neither Agree nor Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Baseline,0,NA
38,1646330000000,03/03/2022 17:45,5933328,7,36,Strongly Agree,statements,61,A few times a year,Most weeks,39,Female,"Undergraduate degree (BSc, BA)",2,For,"I am vegan because I am ethically opposed to eating, using or wearing foods/drinks & other items that contain animal products. It doesn't feel right to consume/use animals when there are alternatives.",Pro,7,PRO,362,11,For,Somewhat Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Baseline,0,NA
39,1646330000000,03/03/2022 17:45,5933328,7,37,Strongly Agree,statements,62,A few times a year,A few times a year,29,Male,"Undergraduate degree (BSc, BA)",2,For,lower environmental impact,Pro,7,PRO,368,11,For,Disagree,Strongly Disagree,Somewhat Disagree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Baseline,0,NA
40,1646330000000,03/03/2022 17:45,5933328,7,38,Agree,statements,63,A few times a year,Most months,34,Female,"Undergraduate degree (BSc, BA),Postgraduate degree (MSc, MA, MPhil)",2,For,In order to improve physical and mental health.,Pro,6,PRO,374,11,For,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Baseline,0,NA
44,1646330000000,03/03/2022 17:45,5933328,7,42,Strongly Disagree,statements,65,Rarely,Most months,33,Female,GCSEs,3,For,Vegan's may not like the taste/texture of meat,Pro,1,PRO,387,11,For,Neither Agree nor Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Baseline,0,NA
52,1646330000000,03/03/2022 17:46,5933328,7,50,Strongly Agree,statements,66,Once or twice a year,Once or twice a year,24,Female,"Undergraduate degree (BSc, BA)",3,For,planet- reducing carbon footprint and impact on the climate,Pro,7,PRO,393,11,For,Somewhat Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neither Agree nor Disagree,Strongly Disagree,Strongly Disagree,Baseline,0,NA
53,1646330000000,03/03/2022 17:46,5933328,7,51,Agree,statements,61,A few times a year,Most weeks,39,Female,"Undergraduate degree (BSc, BA)",3,For,"From an environmental point of view, I have adopted a vegan lifestyle. This is based on what I know about manufacturing, farming, waste and more.",Pro,6,PRO,363,11,For,Somewhat Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Baseline,0,NA
54,1646330000000,03/03/2022 17:46,5933328,7,52,Strongly Agree,statements,63,A few times a year,Most months,34,Female,"Undergraduate degree (BSc, BA),Postgraduate degree (MSc, MA, MPhil)",1,For,In order not to contribute to the unnecessary suffering of animals.,Pro,7,PRO,373,11,For,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Baseline,0,NA
55,1646330000000,03/03/2022 17:46,5933328,7,53,Agree,statements,68,Most days,Most days,32,Female,"Undergraduate degree (BSc, BA)",3,For,"A longer and healthier life, no doctor's visits, no illnesses",Pro,6,PRO,405,11,For,Somewhat Agree,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Baseline,0,NA
57,1646330000000,03/03/2022 17:46,5933328,7,55,Strongly Agree,statements,62,A few times a year,A few times a year,29,Male,"Undergraduate degree (BSc, BA)",1,For,avoid animal suffering,Pro,7,PRO,367,11,For,Disagree,Strongly Disagree,Somewhat Disagree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Baseline,0,NA
58,1646330000000,03/03/2022 17:46,5933328,7,56,Agree,statements,63,A few times a year,Most months,34,Female,"Undergraduate degree (BSc, BA),Postgraduate degree (MSc, MA, MPhil)",3,For,In order to reduce the impact on pollution.,Pro,6,PRO,375,11,For,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Baseline,0,NA
59,1646330000000,03/03/2022 17:46,5933328,7,57,Strongly Agree,statements,64,Most months,Once or twice a year,25,Female,A levels,1,For,To avoid harming animals,Pro,7,PRO,379,11,For,Disagree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Baseline,0,NA
61,1646330000000,03/03/2022 17:46,5933328,7,59,Strongly Agree,statements,70,Rarely,Most weeks,24,Male,"Undergraduate degree (BSc, BA)",3,For,"Health I think, you can just found everything you need of nutrienst on plants, without being filtered by another animal. You only need to add b12 to your diet.",Pro,7,PRO,417,11,For,Strongly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,Agree,Agree,Somewhat Agree,Baseline,0,NA
64,1646330000000,03/03/2022 17:46,5933328,7,62,Strongly Agree,statements,67,A few times a year,A few times a year,23,Female,GCSEs,2,For,"Don't like meat, don't lose anything by not consuming",Pro,7,PRO,398,11,For,Somewhat Disagree,Disagree,Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Baseline,0,NA
3,1646330000000,03/03/2022 17:49,5933414,7,1,Strongly Agree,statements,70,Rarely,Most weeks,24,Male,"Undergraduate degree (BSc, BA)",1,For,"For the empathy on the animals, put yourself in their situation and what they live.",Pro,7,PRO,415,16,For,Strongly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,Agree,Agree,Somewhat Agree,Baseline,0,NA
4,1646330000000,03/03/2022 17:49,5933414,7,2,Somewhat Agree,statements,68,Most days,Most days,32,Female,"Undergraduate degree (BSc, BA)",3,For,"A longer and healthier life, no doctor's visits, no illnesses",Pro,5,PRO,405,16,For,Somewhat Agree,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Baseline,0,NA
12,1646330000000,03/03/2022 17:49,5933414,7,10,Agree,statements,69,A few times a year,Rarely,57,Male,"Undergraduate degree (BSc, BA)",3,For,"It's so easy to be vegan these days - supermarkets are full of vegan options, restaurants have tons of vegan options - try it & open your world to tasty vegan food",Pro,6,PRO,411,16,For,Disagree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Baseline,0,NA
13,1646330000000,03/03/2022 17:49,5933414,7,11,Strongly Agree,statements,66,Once or twice a year,Once or twice a year,24,Female,"Undergraduate degree (BSc, BA)",3,For,planet- reducing carbon footprint and impact on the climate,Pro,7,PRO,393,16,For,Somewhat Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neither Agree nor Disagree,Strongly Disagree,Strongly Disagree,Baseline,0,NA
15,1646330000000,03/03/2022 17:50,5933414,7,13,Agree,statements,67,A few times a year,A few times a year,23,Female,GCSEs,2,For,"Don't like meat, don't lose anything by not consuming",Pro,6,PRO,398,16,For,Somewhat Disagree,Disagree,Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Baseline,0,NA
16,1646330000000,03/03/2022 17:50,5933414,7,14,Strongly Agree,statements,69,A few times a year,Rarely,57,Male,"Undergraduate degree (BSc, BA)",2,For,You can live healthily without consuming animals who are sentient beings capable of pain & suffering so why eat them?,Pro,7,PRO,410,16,For,Disagree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Baseline,0,NA
17,1646330000000,03/03/2022 17:50,5933414,7,15,Strongly Agree,statements,62,A few times a year,A few times a year,29,Male,"Undergraduate degree (BSc, BA)",1,For,avoid animal suffering,Pro,7,PRO,367,16,For,Disagree,Strongly Disagree,Somewhat Disagree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Baseline,0,NA
18,1646330000000,03/03/2022 17:50,5933414,7,16,Somewhat Agree,statements,65,Rarely,Most months,33,Female,GCSEs,2,For,Vegan products are healthier,Pro,5,PRO,386,16,For,Neither Agree nor Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Baseline,0,NA
21,1646330000000,03/03/2022 17:50,5933414,7,19,Neither Agree nor Disagree,statements,66,Once or twice a year,Once or twice a year,24,Female,"Undergraduate degree (BSc, BA)",2,For,for the health benefits or weight management,Pro,4,PRO,392,16,For,Somewhat Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neither Agree nor Disagree,Strongly Disagree,Strongly Disagree,Baseline,0,NA
24,1646330000000,03/03/2022 17:50,5933414,7,22,Somewhat Agree,statements,70,Rarely,Most weeks,24,Male,"Undergraduate degree (BSc, BA)",3,For,"Health I think, you can just found everything you need of nutrienst on plants, without being filtered by another animal. You only need to add b12 to your diet.",Pro,5,PRO,417,16,For,Strongly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,Agree,Agree,Somewhat Agree,Baseline,0,NA
26,1646330000000,03/03/2022 17:50,5933414,7,24,Somewhat Agree,statements,63,A few times a year,Most months,34,Female,"Undergraduate degree (BSc, BA),Postgraduate degree (MSc, MA, MPhil)",2,For,In order to improve physical and mental health.,Pro,5,PRO,374,16,For,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Baseline,0,NA
28,1646330000000,03/03/2022 17:50,5933414,7,26,Somewhat Agree,statements,64,Most months,Once or twice a year,25,Female,A levels,3,For,To improve personal health,Pro,5,PRO,381,16,For,Disagree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Baseline,0,NA
30,1646330000000,03/03/2022 17:50,5933414,7,28,Agree,statements,61,A few times a year,Most weeks,39,Female,"Undergraduate degree (BSc, BA)",3,For,"From an environmental point of view, I have adopted a vegan lifestyle. This is based on what I know about manufacturing, farming, waste and more.",Pro,6,PRO,363,16,For,Somewhat Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Baseline,0,NA
33,1646330000000,03/03/2022 17:51,5933414,7,31,Agree,statements,63,A few times a year,Most months,34,Female,"Undergraduate degree (BSc, BA),Postgraduate degree (MSc, MA, MPhil)",3,For,In order to reduce the impact on pollution.,Pro,6,PRO,375,16,For,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Baseline,0,NA
35,1646330000000,03/03/2022 17:51,5933414,7,33,Somewhat Agree,statements,68,Most days,Most days,32,Female,"Undergraduate degree (BSc, BA)",1,For,"Improved and better healthier life, a lot of food products sold in our supermarkets are artificial and genetically modified therefore going Vegan is a much better choice",Pro,5,PRO,403,16,For,Somewhat Agree,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Baseline,0,NA
